"Date","Key","Keycode","Count"
"2017-10-22","C",67,407
"2017-10-22","D",68,78
"2017-10-22","E",69,236
"2017-10-22","F",70,32
"2017-10-22","G",71,24
"2017-10-22","H",72,35
"2017-10-22","I",73,120
"2017-10-22","J",74,8
"2017-10-22","K",75,6
"2017-10-22","L",76,40
"2017-10-22","M",77,91
"2017-10-22","N",78,68
"2017-10-22","O",79,143
"2017-10-22","P",80,50
"2017-10-22","Q",81,20
"2017-10-22","R",82,112
"2017-10-22","S",83,199
"2017-10-22","T",84,110
"2017-10-22","U",85,59
"2017-10-22","V",86,184
"2017-10-22","W",87,2
"2017-10-22","X",88,19
"2017-10-22","Y",89,9
"2017-10-22","Z",90,43
"2017-10-22","[",91,8
"2017-10-22","]",93,1
"2017-10-22","NumPad 9",168,1
"2017-10-22","~",195,7
"2017-10-22","Unknown",226,56
"2017-10-22","Escape",16777216,12
"2017-10-22","Tab",16777217,39
"2017-10-22","Backspace",16777219,247
"2017-10-22","Enter",16777220,89
"2017-10-22","Delete",16777223,24
"2017-10-22","Left",16777234,19
"2017-10-22","Up",16777235,12
"2017-10-22","Right",16777236,96
"2017-10-22","Down",16777237,6
"2017-10-22","F2",16777265,2
"2017-10-22","F4",16777267,1
"2017-10-22","NumPad +",16777428,1
"2017-10-22","NumPad .",16777471,5
"2017-10-22","16781905",16781905,1
"2017-10-22","NumPad 3",16781906,13
"2017-10-22","NumPad 5",16781908,18
"2017-10-22","NumPad 2",16781909,15
"2017-10-22","NumPad Enter",16781910,40
"2017-10-22","NumPad 4",16781911,14
"2017-10-22","NumPad 0",16781912,34
"2017-10-22","NumPad 8",16781913,4
"2017-10-22","Left Alt",16781915,88
"2017-10-22","Left Control",16781917,393
"2017-10-22","NumPad 7",16781918,3
"2017-10-22","NumPad 6",16781919,2
"2017-10-22","NumPad 1",16781920,33
"2017-10-22","Right Shift",16781921,85
"2017-10-22","Left Shift",16781922,130
"2017-10-20","Space",32,482
"2017-10-20","'",39,1
"2017-10-20",",",44,10
"2017-10-20","-",45,7
"2017-10-20",".",46,29
"2017-10-20","/",47,8
"2017-10-20","1",49,57
"2017-10-20","2",50,2
"2017-10-20","5",53,1
"2017-10-20","7",55,2
"2017-10-20","9",57,3
"2017-10-20",";",59,7
"2017-10-20","=",61,2
"2017-10-20","A",65,279
"2017-10-20","B",66,18
"2017-10-20","C",67,117
"2017-10-20","D",68,63
"2017-10-20","E",69,206
"2017-10-20","F",70,27
"2017-10-20","G",71,18
"2017-10-20","H",72,51
"2017-10-20","I",73,128
"2017-10-20","J",74,11
"2017-10-20","K",75,5
"2017-10-20","L",76,22
"2017-10-20","M",77,72
"2017-10-20","N",78,91
"2017-10-20","O",79,170
"2017-10-20","P",80,48
"2017-10-20","Q",81,33
"2017-10-20","R",82,113
"2017-10-20","S",83,150
"2017-10-20","T",84,90
"2017-10-20","U",85,79
"2017-10-20","V",86,80
"2017-10-20","X",88,29
"2017-10-20","Y",89,4
"2017-10-20","Z",90,58
"2017-10-20","[",91,5
"2017-10-20","NumPad 9",168,1
"2017-10-20","~",195,4
"2017-10-20","Escape",16777216,5
"2017-10-20","Tab",16777217,50
"2017-10-20","Backspace",16777219,155
"2017-10-20","Enter",16777220,78
"2017-10-20","Delete",16777223,8
"2017-10-20","Left",16777234,3
"2017-10-20","Up",16777235,1
"2017-10-20","Right",16777236,8
"2017-10-20","Down",16777237,5
"2017-10-20","NumPad 5",16781908,1
"2017-10-20","NumPad 2",16781909,4
"2017-10-20","NumPad Enter",16781910,5
"2017-10-20","NumPad 0",16781912,9
"2017-10-20","NumPad 8",16781913,2
"2017-10-20","Right Alt",16781914,1
"2017-10-20","Left Alt",16781915,181
"2017-10-20","Left Control",16781917,125
"2017-10-20","NumPad 7",16781918,3
"2017-10-20","NumPad 1",16781920,9
"2017-10-20","Right Shift",16781921,57
"2017-10-20","Left Shift",16781922,158
"2017-10-19","Space",32,1271
"2017-10-19",",",44,72
"2017-10-19","-",45,12
"2017-10-19",".",46,77
"2017-10-19","/",47,33
"2017-10-19","10",48,3
"2017-10-19","1",49,39
"2017-10-19","2",50,8
"2017-10-19","3",51,8
"2017-10-19","4",52,2
"2017-10-19","5",53,5
"2017-10-19","7",55,2
"2017-10-19","8",56,4
"2017-10-19","9",57,5
"2017-10-19",";",59,66
"2017-10-19","=",61,1
"2017-10-19","A",65,881
"2017-10-19","B",66,68
"2017-10-19","C",67,290
"2017-10-19","D",68,248
"2017-10-19","E",69,719
"2017-10-19","F",70,101
"2017-10-19","G",71,121
"2017-10-19","H",72,215
"2017-10-19","I",73,325
"2017-10-19","J",74,16
"2017-10-19","K",75,16
"2017-10-19","L",76,169
"2017-10-19","M",77,256
"2017-10-19","N",78,268
"2017-10-19","O",79,651
"2017-10-19","P",80,178
"2017-10-19","Q",81,61
"2017-10-19","R",82,369
"2017-10-19","S",83,442
"2017-10-19","T",84,385
"2017-10-19","U",85,232
"2017-10-19","V",86,113
"2017-10-19","W",87,16
"2017-10-19","X",88,28
"2017-10-19","Y",89,25
"2017-10-19","Z",90,92
"2017-10-19","[",91,25
"2017-10-19","NumPad 9",168,10
"2017-10-19","~",195,27
"2017-10-19","Unknown",226,1
"2017-10-19","Escape",16777216,7
"2017-10-19","Tab",16777217,84
"2017-10-19","Backspace",16777219,946
"2017-10-19","Enter",16777220,255
"2017-10-19","Delete",16777223,46
"2017-10-19","Left",16777234,65
"2017-10-19","Up",16777235,34
"2017-10-19","Right",16777236,74
"2017-10-19","Down",16777237,59
"2017-10-19","F2",16777265,4
"2017-10-19","F9",16777272,1
"2017-10-19","NumPad +",16777428,3
"2017-10-19","NumPad *",16777429,1
"2017-10-19","NumPad .",16777471,1
"2017-10-19","NumPad /",16777474,4
"2017-10-19","16781905",16781905,8
"2017-10-19","NumPad 3",16781906,8
"2017-10-19","NumPad 5",16781908,32
"2017-10-19","NumPad 2",16781909,22
"2017-10-19","NumPad Enter",16781910,35
"2017-10-19","NumPad 4",16781911,6
"2017-10-19","NumPad 0",16781912,42
"2017-10-19","NumPad 8",16781913,6
"2017-10-19","Right Alt",16781914,23
"2017-10-19","Left Alt",16781915,244
"2017-10-19","Left Control",16781917,261
"2017-10-19","NumPad 7",16781918,11
"2017-10-19","NumPad 6",16781919,3
"2017-10-19","NumPad 1",16781920,20
"2017-10-19","Right Shift",16781921,93
"2017-10-19","Left Shift",16781922,437
